URN,Rating,Inspection Date
134117,Requires Improvement,20150303
134117,Good,20120313
134117,Satisfactory,20081113
134134,Requires Improvement,20180117
134134,Inadequate,20170705
134134,Good,20120321
134134,Satisfactory,20090624
134134,Good,20050915
134136,Good,20131106
134136,Satisfactory,20120117
134136,Satisfactory,20081002
134136,Satisfactory,20051109
134137,Good,20171128
134137,Good,20071120
134139,Requires Improvement,20170913
134139,Requires Improvement,20150204
134139,Good,20120626
134139,Inadequate,20110406
134139,Satisfactory,20080430
134140,Good,20190424
134140,Good,20171121
134140,Inadequate,20151019
134140,Good,20110301
134140,Satisfactory,20080304
134142,Good,20180605
134142,Good,20130423
134145,Outstanding,20181204
134145,Good,20160621
134145,Good,20130710
134145,Good,20100506
134148,Good,20200205
134148,Good,20170711
134148,Good,20131008
134148,Good,20100929
134148,Satisfactory,20080117
134151,Outstanding,20120314
134151,Good,20081111
134151,Good,20050915
134153,Good,20171212
134153,Good,20131209
134153,Good,20081013
134155,Good,20130612
134155,Inadequate,20120322
134155,Good,20080917
134155,Good,20060621
134160,Good,20140327
134160,Inadequate,20120305
134160,Good,20080909
134164,Inadequate,20181211
134164,Good,20140205
134164,Satisfactory,20120425
134164,Satisfactory,20090211
134164,Satisfactory,20051017
134171,Requires Improvement,20200115
134171,Outstanding,20130115
134171,Satisfactory,20110706
134171,Satisfactory,20080514
134171,Inadequate,20070131
134175,Good,20170509
134175,Satisfactory,20100120
134175,Satisfactory,20070613
134179,Good,20190129
134179,Requires Improvement,20170110
134179,Good,20120321
134179,Good,20090128
134184,Outstanding,20110317
134184,Outstanding,20080626
134185,Requires Improvement,20180307
134185,Good,20140312
134185,Satisfactory,20120627
134185,Satisfactory,20080908
134185,Satisfactory,20060711
134186,Outstanding,20171010
134186,Outstanding,20140304
134186,Good,20110329
134186,Good,20080221
134187,Good,20131217
134187,Satisfactory,20111123
134187,Satisfactory,20090312
134187,Satisfactory,20060704
134190,Good,20120925
134190,Satisfactory,20100121
134190,Outstanding,20070516
134191,Good,20170613
134191,Good,20140506
134191,Good,20120117
134192,Outstanding,20190226
134192,Outstanding,20160315
134192,Good,20070417
134193,Inadequate,20190328
134193,Requires Improvement,20161206
134193,Outstanding,20130227
134193,Satisfactory,20090915
134193,Good,20071128
134195,Good,20151014
134195,Requires Improvement,20131023
134195,Good,20090127
134195,Satisfactory,20060323
134202,Good,20140605
134202,Good,20100204
134202,Satisfactory,20071204
134202,Inadequate,20060523
134210,Good,20170503
134210,Requires Improvement,20150317
134210,Good,20120119
134210,Good,20090708
134210,Good,20060327
134211,Requires Improvement,20180918
134211,Good,20140123
134211,Good,20090519
134211,Good,20060606
134214,Good,20150303
134214,Requires Improvement,20130423
134214,Good,20090506
134214,Satisfactory,20060427
134217,Good,20170627
134217,Good,20120918
134217,Satisfactory,20091125
134217,Good,20060913
134220,Requires Improvement,20200114
134220,Good,20150603
134220,Good,20111206
134220,Satisfactory,20090615
134220,Satisfactory,20060201
134222,Good,20111006
134222,Satisfactory,20090311
134222,Satisfactory,20051031
134223,Good,20130430
134223,Good,20090203
134223,Good,20051205
134224,Requires Improvement,20190313
134224,Requires Improvement,20160920
134224,Good,20120124
134224,Outstanding,20090330
134224,Satisfactory,20051130
134225,Good,20110919
134225,Good,20090519
134225,Satisfactory,20060125
134226,Good,20151118
134226,Inadequate,20140121
134226,Good,20120322
134226,Good,20081112
134226,Satisfactory,20060301
134229,Outstanding,20141204
134229,Outstanding,20120313
134229,Good,20080918
134229,Good,20051019
134230,Good,20190522
134230,Good,20140211
134230,Good,20110202
134230,Satisfactory,20071205
134235,Requires Improvement,20180619
134235,Good,20140115
134235,Satisfactory,20120425
134235,Satisfactory,20081210
134236,Inadequate,20191022
134236,Inadequate,20171017
134236,Requires Improvement,20150324
134236,Good,20120712
134236,Outstanding,20081021
134236,Good,20050919
134237,Good,20111011
134237,Good,20090429
134237,Good,20060301
134238,Good,20150624
134238,Requires Improvement,20130709
134238,Good,20091125
134238,Good,20061003
134243,Requires Improvement,20180109
134243,Satisfactory,20071128
134244,Good,20191105
134244,Good,20161207
134244,Good,20070703
134245,Good,20180501
134245,Good,20140520
134245,Good,20090609
134245,Satisfactory,20060315
134248,Good,20150203
134248,Good,20111115
134248,Satisfactory,20090511
134248,Satisfactory,20060119
134249,Good,20190206
134249,Good,20140325
134249,Good,20090709
134249,Satisfactory,20070704
134249,Inadequate,20060208
134250,Outstanding,20150603
134250,Good,20120423
134250,Good,20090708
134250,Satisfactory,20060201
134253,Good,20180424
134253,Requires Improvement,20150922
134253,Inadequate,20131113
134253,Satisfactory,20111005
134253,Satisfactory,20090122
134253,Satisfactory,20060420
134254,Good,20130606
134254,Outstanding,20061101
134259,Good,20131128
134259,Satisfactory,20120613
134259,Good,20090306
134259,Good,20060613
134262,Good,20121018
134262,Satisfactory,20101005
134262,Satisfactory,20080130
134272,Inadequate,20190926
134272,Outstanding,20120705
134272,Outstanding,20090312
134272,Good,20060704
134273,Good,20190326
134273,Requires Improvement,20161110
134273,Requires Improvement,20141016
134273,Good,20091008
134273,Satisfactory,20061018
134279,Good,20150603
134279,Inadequate,20131128
134279,Satisfactory,20120126
134279,Satisfactory,20090625
134279,Satisfactory,20060608
134281,Requires Improvement,20171121
134281,Requires Improvement,20150602
134281,Good,20120313
134281,Good,20090202
134281,Satisfactory,20060228
134283,Good,20140605
134283,Requires Improvement,20121004
134283,Satisfactory,20101208
134283,Good,20080417
134289,Requires Improvement,20180220
134289,Inadequate,20160126
134289,Outstanding,20121205
134289,Good,20091209
134294,Requires Improvement,20190625
134294,Requires Improvement,20171017
134294,Good,20140624
134294,Satisfactory,20110329
134294,Good,20080212
134297,Good,20161129
134297,Requires Improvement,20141118
134297,Good,20120418
134297,Good,20100308
134297,Inadequate,20081203
134297,Good,20051101
134302,Good,20190205
134302,Good,20140604
134302,Requires Improvement,20121010
134302,Satisfactory,20100126
134302,Satisfactory,20061115
134305,Requires Improvement,20181017
134305,Good,20141105
134305,Good,20090915
134305,Satisfactory,20070612
134305,Inadequate,20060517
134306,Inadequate,20180321
134306,Good,20140211
134306,Satisfactory,20120614
134306,Good,20090225
134306,Good,20060227
134307,Good,20180606
134307,Requires Improvement,20170516
134307,Requires Improvement,20150423
134307,Requires Improvement,20130508
134307,Good,20091209
134307,Good,20070131
134311,Good,20150429
134311,Good,20100302
134314,Good,20130515
134314,Good,20100616
134315,Good,20190326
134315,Good,20160705
134315,Good,20130702
134315,Satisfactory,20100202
134317,Good,20120109
134317,Satisfactory,20090518
134317,Satisfactory,20060213
134318,Requires Improvement,20181017
134318,Outstanding,20140626
134318,Good,20100504
134318,Good,20070510
134319,Inadequate,20170613
134319,Outstanding,20131112
134319,Good,20090127
134319,Satisfactory,20060503
134336,Outstanding,20120522
134336,Outstanding,20081204
134336,Good,20060201
134343,Good,20131002
134343,Good,20101118
134343,Good,20070425
134353,Good,20110915
134353,Good,20090702
134353,Satisfactory,20060612
134362,Good,20121204
134362,Satisfactory,20100610
134362,Good,20070227
134369,Good,20150423
134369,Requires Improvement,20130425
134369,Good,20100113
134369,Satisfactory,20060926
134371,Good,20150603
134371,Good,20111122
134371,Good,20090520
134376,Good,20130924
134376,Good,20080918
134376,Good,20051102
134386,Good,20160517
134386,Good,20101012
134386,Good,20071113
134388,Good,20190625
134388,Requires Improvement,20171115
134388,Inadequate,20141111
134388,Outstanding,20130924
134388,Good,20100211
134395,Requires Improvement,20170613
134395,Satisfactory,20120919
134395,Satisfactory,20090701
134398,Good,20190604
134398,Requires Improvement,20171128
134398,Good,20131203
134398,Good,20100427
134398,Good,20071002
134400,Inadequate,20181127
134400,Inadequate,20170308
134400,Satisfactory,20131112
134400,Satisfactory,20120523
134400,Satisfactory,20090317
134402,Good,20180605
134402,Good,20140318
134402,Satisfactory,20101123
134402,Good,20070426
134405,Good,20150120
134405,Requires Improvement,20130312
134405,Satisfactory,20091110
134405,Satisfactory,20061114
134406,Inadequate,20170919
134406,Good,20130716
134406,Good,20100303
134406,Good,20061018
134407,Good,20190604
134407,Requires Improvement,20170208
134407,Good,20130213
134407,Satisfactory,20091207
134407,Satisfactory,20061204
134408,Requires Improvement,20171121
134408,Good,20130326
134408,Satisfactory,20091210
134408,Satisfactory,20061101
134415,Inadequate,20180515
134415,Good,20150210
134415,Satisfactory,20120301
134417,Good,20180314
134417,Good,20160322
134417,Good,20140225
134417,Satisfactory,20101013
134417,Satisfactory,20071115
134422,Inadequate,20190205
134422,Inadequate,20170516
134422,Requires Improvement,20151006
134422,Satisfactory,20090610
134423,Good,20141210
134423,Good,20091201
134423,Good,20061016
134424,Inadequate,20190625
134424,Requires Improvement,20171017
134424,Outstanding,20140311
134424,Good,20101129
134424,Good,20071129
134426,Good,20181016
134426,Requires Improvement,20160524
134426,Requires Improvement,20140625
134426,Good,20100922
134426,Satisfactory,20080630
134427,Good,20190129
134427,Good,20160322
134427,Good,20071010
134429,Requires Improvement,20190312
134429,Requires Improvement,20170117
134429,Good,20140311
134429,Good,20071205
134438,Inadequate,20190520
134438,Requires Improvement,20170912
134438,Good,20151103
134438,Good,20120705
134440,Requires Improvement,20190312
134440,Requires Improvement,20170509
134440,Good,20080204
134441,Inadequate,20190122
134441,Good,20160426
134441,Good,20130304
134441,Satisfactory,20091110
134441,Satisfactory,20070117
134458,Good,20160126
134458,Good,20100127
134458,Good,20070605
134469,Good,20191105
134469,Good,20170314
134469,Satisfactory,20080311
134471,Requires Improvement,20180307
134471,Good,20130606
134471,Good,20110324
134471,Inadequate,20090618
134471,Satisfactory,20060228
134473,Good,20120522
134473,Good,20100310
134473,Inadequate,20081110
134473,Good,20051005
134475,Good,20170523
134475,Requires Improvement,20150205
134475,Good,20100715
134475,Satisfactory,20070425
134476,Good,20131205
134476,Good,20081202
134476,Good,20051102
134479,Outstanding,20140930
134479,Good,20091012
134479,Satisfactory,20070319
134507,Outstanding,20190521
134507,Good,20140313
134507,Good,20100929
134507,Satisfactory,20080703
134513,Requires Improvement,20180306
134513,Good,20121024
134513,Satisfactory,20100121
134513,Satisfactory,20070418
134513,Inadequate,20060111
134515,Good,20120307
134515,Inadequate,20101124
134515,Satisfactory,20090623
134515,Satisfactory,20060706
134516,Good,20130319
134516,Satisfactory,20100616
134516,Inadequate,20090505
134516,Satisfactory,20060213
134527,Inadequate,20171114
134527,Good,20130220
134527,Satisfactory,20091116
134527,Satisfactory,20060919
134532,Good,20131126
134532,Satisfactory,20110913
134532,Satisfactory,20081001
134532,Satisfactory,20050912
134533,Good,20131015
134533,Good,20110209
134533,Good,20080116
134538,Requires Improvement,20180516
134538,Good,20140312
134538,Satisfactory,20120418
134538,Good,20080922
134557,Good,20171115
134557,Good,20130307
134557,Satisfactory,20110505
134557,Inadequate,20100126
134557,Satisfactory,20061122
134571,Inadequate,20190611
134571,Requires Improvement,20170711
134571,Inadequate,20150505
134571,Satisfactory,20120117
134571,Satisfactory,20090324
134573,Good,20111115
134573,Good,20070626
134574,Good,20171212
134574,Inadequate,20150429
134574,Good,20110504
134574,Satisfactory,20080205
134575,Good,20170620
134575,Requires Improvement,20150512
134575,Good,20101123
134575,Good,20071205
134577,Inadequate,20190212
134577,Inadequate,20170704
134579,Requires Improvement,20181030
134579,Inadequate,20170607
134579,Good,20070607
134580,Requires Improvement,20191210
134580,Requires Improvement,20171212
134580,Good,20141104
134580,Satisfactory,20080318
134585,Inadequate,20190129
134585,Good,20150930
134585,Satisfactory,20071120
134587,Requires Improvement,20190226
134587,Requires Improvement,20170117
134587,Good,20110329
134587,Satisfactory,20080206
134591,Good,20181127
134591,Inadequate,20160920
134591,Satisfactory,20120314
134591,Satisfactory,20090127
134594,Good,20191106
134594,Good,20171114
134594,Good,20141118
134594,Good,20111103
134595,Good,20180605
134595,Requires Improvement,20150930
134595,Satisfactory,20080206
134598,Good,20150121
134598,Requires Improvement,20130321
134598,Satisfactory,20100609
134598,Satisfactory,20061116
134599,Good,20161117
134599,Outstanding,20130423
134599,Outstanding,20090116
134599,Good,20060427
134603,Good,20140318
134603,Good,20090205
134603,Good,20060629
134605,Outstanding,20180313
134605,Outstanding,20120620
134605,Good,20090121
134606,Good,20150304
134606,Good,20111103
134606,Good,20080611
134614,Requires Improvement,20180710
134614,Inadequate,20160426
134614,Good,20120320
134614,Satisfactory,20080513
134621,Good,20111102
134621,Good,20090121
134621,Good,20060706
134625,Good,20150107
134625,Good,20111019
134625,Satisfactory,20090203
134625,Satisfactory,20060523
134627,Good,20180424
134627,Good,20140128
134627,Good,20100930
134627,Good,20071122
134629,Outstanding,20140521
134629,Requires Improvement,20121204
134629,Inadequate,20111109
134629,Satisfactory,20090623
134629,Satisfactory,20060330
134634,Good,20180626
134634,Good,20150609
134634,Outstanding,20120425
134639,Good,20130618
134639,Satisfactory,20091104
134639,Satisfactory,20060912
134640,Good,20141210
134640,Outstanding,20110920
134640,Good,20090513
134640,Good,20060710
134641,Good,20130620
134641,Outstanding,20091125
134641,Good,20061211
134644,Good,20130425
134644,Satisfactory,20110302
134644,Good,20071211
134646,Good,20130109
134646,Satisfactory,20091209
134646,Satisfactory,20061115
134649,Good,20180704
134649,Good,20140916
134649,Inadequate,20110712
134649,Satisfactory,20080221
134652,Good,20190604
134652,Requires Improvement,20170321
134652,Good,20130515
134652,Satisfactory,20091007
134652,Good,20061114
134653,Good,20141002
134653,Good,20110308
134653,Good,20080115
134657,Good,20131001
134657,Satisfactory,20120130
134657,Satisfactory,20090709
134658,Good,20150225
134658,Requires Improvement,20130320
134658,Satisfactory,20100714
134658,Good,20060510
134659,Good,20121113
134659,Satisfactory,20100915
134659,Good,20080625
134659,Inadequate,20070228
134659,Inadequate,20060111
134660,Good,20180509
134660,Good,20150428
134660,Good,20120313
134660,Good,20081113
134661,Good,20170308
134661,Good,20120222
134661,Satisfactory,20090126
134661,Satisfactory,20060614
134662,Outstanding,20130418
134662,Outstanding,20100524
134662,Good,20070123
134663,Good,20130116
134663,Good,20100719
134663,Good,20070327
134665,Good,20160112
134665,Requires Improvement,20131112
134665,Satisfactory,20120223
134665,Good,20090430
134665,Satisfactory,20060621
134666,Requires Improvement,20180612
134666,Good,20121010
134666,Satisfactory,20100512
134666,Inadequate,20090511
134666,Satisfactory,20060510
134677,Good,20141202
134677,Good,20091130
134677,Good,20061002
134680,Good,20160202
134680,Requires Improvement,20131010
134680,Satisfactory,20111019
134680,Good,20090428
134680,Satisfactory,20060315
134681,Good,20130122
134681,Satisfactory,20100610
134681,Satisfactory,20061018
134687,Outstanding,20190320
134687,Good,20120911
134687,Satisfactory,20100112
134687,Good,20070704
134693,Outstanding,20100113
134693,Outstanding,20060926
134701,Good,20190911
134701,Requires Improvement,20170516
134701,Requires Improvement,20150507
134701,Good,20120621
134701,Outstanding,20081112
134701,Satisfactory,20060524
134705,Good,20150415
134705,Requires Improvement,20130612
134705,Good,20100629
134705,Good,20060912
134708,Good,20130424
134708,Good,20070927
134716,Inadequate,20190709
134716,Good,20150430
134716,Requires Improvement,20130508
134716,Good,20090708
134716,Good,20060629
134719,Good,20120207
134719,Good,20081105
134719,Good,20060518
134722,Inadequate,20190314
134722,Good,20150319
134722,Good,20110928
134722,Good,20090203
134722,Good,20060111
134723,Good,20181205
134723,Inadequate,20170406
134723,Good,20130709
134723,Good,20100715
134723,Satisfactory,20070228
134723,Inadequate,20060116
134725,Outstanding,20131203
134725,Outstanding,20101201
134727,Good,20150310
134727,Good,20111019
134727,Good,20090205
134727,Satisfactory,20060503
134728,Good,20131203
134728,Good,20101116
134728,Satisfactory,20061106
134732,Good,20151020
134732,Requires Improvement,20131010
134732,Satisfactory,20120125
134732,Satisfactory,20090518
134732,Satisfactory,20060626
134734,Good,20130116
134734,Satisfactory,20100511
134734,Good,20070709
134735,Good,20111103
134739,Good,20110920
134739,Good,20070614
134740,Requires Improvement,20190618
134740,Good,20150624
134740,Requires Improvement,20130702
134740,Satisfactory,20110309
134740,Inadequate,20100210
134740,Satisfactory,20070130
134741,Inadequate,20190321
134741,Good,20140708
134741,Requires Improvement,20121212
134741,Satisfactory,20110209
134741,Satisfactory,20071017
134742,Outstanding,20130509
134742,Outstanding,20100524
134742,Good,20070327
134745,Good,20180620
134745,Outstanding,20121107
134745,Satisfactory,20091021
134745,Satisfactory,20070208
134751,Good,20140304
134751,Good,20090401
134764,Outstanding,20180424
134764,Good,20131127
134773,Good,20140514
134773,Requires Improvement,20130226
134773,Satisfactory,20101109
134773,Satisfactory,20071121
134774,Good,20121016
134774,Satisfactory,20091116
134774,Good,20070628
134776,Good,20130306
134776,Satisfactory,20110209
134776,Good,20080129
134777,Inadequate,20171121
134777,Good,20130619
134777,Satisfactory,20100914
134777,Good,20080226
134777,Inadequate,20070108
134778,Outstanding,20200115
134778,Outstanding,20111019
134778,Good,20081119
134779,Good,20150310
134779,Good,20120510
134779,Good,20090309
134779,Good,20060628
134780,Good,20140306
134780,Good,20090126
134780,Satisfactory,20051123
134781,Outstanding,20180515
134781,Outstanding,20150630
134781,Outstanding,20120117
134782,Good,20090303
134783,Outstanding,20141113
134783,Good,20111005
134783,Good,20090609
134783,Good,20060607
134784,Good,20130605
134784,Good,20100311
134784,Satisfactory,20070606
134784,Inadequate,20060315
134785,Requires Improvement,20190227
134785,Good,20150310
134785,Good,20120308
134785,Good,20090610
134785,Good,20060503
134788,Good,20140521
134788,Requires Improvement,20121212
134789,Good,20140306
134789,Satisfactory,20120425
134789,Satisfactory,20090211
134789,Satisfactory,20060615
134791,Good,20131204
134791,Satisfactory,20120208
134791,Satisfactory,20090709
134798,Good,20180501
134798,Good,20111109
134798,Good,20070226
134805,Good,20171010
134805,Good,20150120
134805,Good,20110913
134805,Satisfactory,20080513
134807,Requires Improvement,20150930
134808,Good,20090128
134809,Inadequate,20200114
134809,Good,20171128
134809,Requires Improvement,20151015
134809,Satisfactory,20071107
134810,Good,20170711
134810,Inadequate,20141008
134810,Good,20110330
134813,Good,20130625
134813,Inadequate,20120222
134813,Good,20090302
134813,Satisfactory,20060620
134814,Good,20130130
134814,Satisfactory,20100510
134814,Satisfactory,20070131
134815,Good,20200204
134815,Requires Improvement,20171004
134815,Good,20130213
134815,Satisfactory,20100317
134815,Satisfactory,20070517
134827,Good,20110202
134827,Good,20071106
134833,Good,20190625
134833,Good,20160614
134833,Outstanding,20120523
134833,Good,20090121
134840,Good,20190514
134840,Outstanding,20130508
134840,Outstanding,20090429
134840,Good,20060607
134841,Good,20190227
134841,Requires Improvement,20160927
134841,Requires Improvement,20140923
134841,Good,20100629
134841,Satisfactory,20070315
134842,Outstanding,20130320
134842,Good,20080205
134845,Good,20150715
134845,Good,20120112
134845,Satisfactory,20090615
134852,Good,20140522
134852,Requires Improvement,20121120
134852,Satisfactory,20091006
134852,Satisfactory,20070705
134853,Outstanding,20120510
134853,Good,20070116
134855,Outstanding,20110613
134855,Good,20080312
134857,Good,20190514
134857,Good,20140522
134857,Requires Improvement,20121018
134857,Satisfactory,20091014
134857,Satisfactory,20070306
134858,Requires Improvement,20171107
134858,Good,20141202
134858,Good,20090317
134860,Good,20140211
134860,Satisfactory,20120312
134860,Inadequate,20100630
134860,Satisfactory,20070131
134861,Good,20140610
134861,Requires Improvement,20130206
134861,Satisfactory,20110315
134861,Inadequate,20091208
134861,Satisfactory,20070523
134864,Satisfactory,20090121
134865,Good,20151215
134865,Inadequate,20141209
134865,Outstanding,20091006
134865,Outstanding,20061108
134866,Good,20180214
134866,Requires Improvement,20150616
134866,Good,20120530
134866,Good,20081002
134866,Satisfactory,20050926
134867,Requires Improvement,20181128
134867,Requires Improvement,20160614
134867,Requires Improvement,20140429
134867,Inadequate,20130205
134867,Good,20100309
134867,Good,20060914
134882,Good,20140702
134882,Good,20101020
134882,Good,20071016
134883,Good,20130418
134883,Good,20100721
134883,Good,20060918
134884,Good,20130703
134884,Good,20091203
134884,Satisfactory,20061004
134885,Requires Improvement,20181023
134885,Inadequate,20160511
134885,Good,20130625
134885,Good,20100615
134885,Good,20061106
134888,Outstanding,20141105
134888,Outstanding,20100630
134888,Outstanding,20061214
134889,Good,20171018
134889,Requires Improvement,20151006
134889,Outstanding,20110302
134889,Outstanding,20071031
134891,Inadequate,20140520
134892,Requires Improvement,20190917
134892,Requires Improvement,20170323
134892,Good,20120918
134892,Satisfactory,20110111
134892,Satisfactory,20080507
134893,Good,20150506
134893,Good,20120112
134893,Outstanding,20080508
134894,Good,20141210
134894,Good,20100630
134894,Satisfactory,20070117
134896,Requires Improvement,20190313
134896,Good,20150604
134896,Good,20120229
134896,Satisfactory,20090617
134897,Good,20140520
134897,Good,20101020
134897,Inadequate,20100511
134897,Good,20060911
134899,Outstanding,20121128
134899,Good,20080207
134902,Good,20170524
134902,Requires Improvement,20141211
134902,Good,20120228
134902,Outstanding,20081104
134902,Good,20051128
134903,Good,20161130
134903,Requires Improvement,20141119
134903,Good,20100513
134903,Satisfactory,20070710
134904,Good,20150603
134904,Requires Improvement,20130625
134904,Good,20100519
134904,Satisfactory,20070710
134905,Inadequate,20170704
134905,Satisfactory,20090225
134906,Good,20121115
134906,Satisfactory,20091130
134906,Good,20070425
134909,Good,20180619
134909,Good,20150428
134909,Good,20120313
134913,Good,20180320
134913,Good,20140430
134913,Inadequate,20130116
134913,Satisfactory,20090916
134913,Satisfactory,20061101
134914,Good,20130130
134914,Satisfactory,20110315
134914,Satisfactory,20080624
134917,Good,20160315
134917,Requires Improvement,20140128
134917,Satisfactory,20120613
134917,Good,20081111
134924,Good,20170711
134924,Requires Improvement,20150310
134924,Requires Improvement,20130314
134924,Satisfactory,20090916
134924,Satisfactory,20070508
134928,Good,20140306
134928,Good,20110202
134928,Inadequate,20091209
134928,Good,20070306
134929,Good,20150624
134929,Requires Improvement,20130604
134929,Outstanding,20100323
134929,Good,20070205
134930,Inadequate,20160921
134930,Outstanding,20130619
134930,Good,20100126
134930,Inadequate,20081112
134930,Inadequate,20070118
134933,Good,20171121
134933,Inadequate,20151020
134933,Satisfactory,20121113
134933,Satisfactory,20090506
134937,Good,20130220
134937,Satisfactory,20100916
134937,Satisfactory,20071120
134938,Outstanding,20191105
134938,Outstanding,20170117
134938,Outstanding,20140318
134938,Outstanding,20100708
134940,Good,20180501
134940,Good,20150617
134940,Good,20120307
134940,Good,20080617
134942,Good,20160505
134942,Requires Improvement,20140211
134942,Satisfactory,20120614
134942,Satisfactory,20081014
134945,Good,20141127
134945,Requires Improvement,20121127
134945,Satisfactory,20101116
134945,Satisfactory,20070917
134955,Good,20160317
134955,Requires Improvement,20131003
134955,Satisfactory,20111110
134955,Good,20081001
134958,Outstanding,20171114
134958,Good,20140205
134958,Satisfactory,20120618
134958,Satisfactory,20080911
134960,Good,20111201
134960,Good,20081209
134964,Outstanding,20141008
134964,Outstanding,20090514
134965,Good,20151202
134965,Requires Improvement,20130925
134965,Satisfactory,20120223
134965,Satisfactory,20090506
134966,Requires Improvement,20170914
134966,Good,20130613
134966,Outstanding,20100518
134966,Satisfactory,20060913
134967,Good,20130416
134967,Good,20100224
134967,Good,20061003
134971,Good,20130321
134971,Good,20091117
134971,Outstanding,20070221
134972,Good,20131203
134972,Good,20100916
134972,Satisfactory,20080115
134973,Requires Improvement,20180314
134973,Good,20131106
134973,Satisfactory,20110714
134973,Inadequate,20100121
134973,Good,20070717
134977,Good,20130205
134977,Good,20101006
134977,Inadequate,20090922
134977,Good,20060913
134978,Outstanding,20170509
134978,Outstanding,20120626
134979,Good,20111201
134979,Good,20090703
134982,Inadequate,20180612
134982,Good,20150210
134982,Good,20120530
134987,Good,20131106
134987,Outstanding,20101110
134987,Good,20070320
134988,Good,20130618
134988,Good,20100111
134988,Good,20060918
134989,Good,20121003
134989,Satisfactory,20100927
134989,Satisfactory,20071127
134990,Requires Improvement,20190130
134990,Inadequate,20161206
134990,Good,20121023
134990,Satisfactory,20110202
134990,Satisfactory,20080312
134993,Outstanding,20140116
134993,Outstanding,20111123
134993,Good,20090610
134994,Requires Improvement,20180626
134994,Requires Improvement,20160426
134994,Inadequate,20140916
134994,Requires Improvement,20120918
134994,Satisfactory,20100616
134994,Inadequate,20080227
134995,Inadequate,20171017
134995,Requires Improvement,20150616
134995,Inadequate,20131022
134995,Satisfactory,20120621
134995,Inadequate,20110608
134995,Satisfactory,20090603
134995,Inadequate,20070221
134996,Good,20160614
134996,Requires Improvement,20140304
134996,Good,20110608
134996,Satisfactory,20080213
134997,Requires Improvement,20180612
134997,Good,20140611
134997,Requires Improvement,20130227
134997,Inadequate,20110608
134997,Good,20080617
134999,Good,20160309
134999,Requires Improvement,20131212
134999,Satisfactory,20120322
134999,Good,20070627
135000,Good,20110705
135000,Good,20080318
135001,Requires Improvement,20180626
135001,Good,20150428
135001,Good,20120313
135003,Good,20181106
135003,Good,20140603
135003,Satisfactory,20111103
135003,Satisfactory,20090121
135003,Inadequate,20071128
135004,Requires Improvement,20180926
135004,Requires Improvement,20161012
135004,Requires Improvement,20140129
135004,Good,20110713
135004,Satisfactory,20080130
135007,Requires Improvement,20170913
135007,Requires Improvement,20150922
135007,Inadequate,20131211
135007,Outstanding,20110317
135007,Good,20071128
135008,Good,20140121
135008,Good,20110503
135008,Satisfactory,20080227
135008,Inadequate,20070214
135009,Good,20190611
135009,Requires Improvement,20170228
135009,Good,20130130
135009,Satisfactory,20100928
135009,Satisfactory,20070926
135012,Outstanding,20121211
135012,Good,20100505
135012,Good,20070130
135013,Good,20130227
135013,Good,20091014
135013,Good,20070306
135014,Outstanding,20140507
135014,Good,20110504
135014,Good,20071128
135015,Outstanding,20171024
135015,Good,20130319
135015,Good,20100518
135015,Good,20070607
135016,Good,20140213
135016,Requires Improvement,20121016
135016,Satisfactory,20091105
135016,Satisfactory,20070320
135017,Good,20150422
135017,Requires Improvement,20130424
135017,Inadequate,20110330
135017,Satisfactory,20071203
135018,Good,20171107
135018,Good,20120703
135019,Outstanding,20141118
135019,Good,20100504
135019,Satisfactory,20070502
135021,Outstanding,20120510
135021,Good,20090520
135027,Good,20181120
135027,Inadequate,20161108
135027,Good,20120501
135027,Good,20090121
135029,Good,20150225
135029,Good,20100714
135029,Good,20070125
135030,Good,20150128
135030,Good,20100713
135030,Good,20070704
135031,Good,20171121
135031,Good,20130314
135031,Satisfactory,20110309
135031,Satisfactory,20080625
135031,Inadequate,20070614
135032,Good,20150225
135032,Good,20091208
135032,Satisfactory,20070307
135034,Requires Improvement,20190515
135034,Requires Improvement,20170208
135034,Good,20120710
135034,Satisfactory,20090505
135035,Good,20120125
135035,Satisfactory,20081126
135036,Good,20160308
135036,Inadequate,20150312
135036,Good,20120313
135036,Satisfactory,20090127
135037,Inadequate,20190326
135037,Requires Improvement,20161004
135037,Good,20110928
135037,Satisfactory,20080915
135040,Inadequate,20170712
135040,Outstanding,20111122
135040,Satisfactory,20081001
135045,Inadequate,20160712
135045,Requires Improvement,20140130
135045,Requires Improvement,20120912
135045,Satisfactory,20100118
135045,Inadequate,20090112
135046,Good,20191008
135046,Requires Improvement,20170627
135046,Requires Improvement,20150324
135046,Good,20110913
135046,Satisfactory,20080924
135047,Good,20120515
135047,Good,20090429
135048,Good,20120315
135048,Satisfactory,20090603
135049,Good,20151202
135049,Requires Improvement,20131120
135049,Satisfactory,20120306
135049,Satisfactory,20090616
135050,Good,20150422
135050,Good,20120208
135050,Good,20081008
135051,Good,20111117
135051,Satisfactory,20090616
135052,Requires Improvement,20180912
135052,Requires Improvement,20160128
135052,Requires Improvement,20131121
135052,Satisfactory,20111128
135052,Satisfactory,20090127
135055,Inadequate,20190625
135055,Inadequate,20170125
135055,Good,20120613
135055,Good,20090701
135056,Inadequate,20170209
135056,Good,20130423
135056,Satisfactory,20110323
135056,Inadequate,20090519
135057,Good,20170606
135057,Requires Improvement,20150623
135057,Requires Improvement,20130704
